"VAD2-29_O_L_6";"VAD2-14_O_L_6";"VAD2-15_O_L_6";"VAD2-44_O_L_6";"VAD2-45_O_L_24";"VAD2-26_O_L_24";"VAD2-28_O_L_24";"VAD2-25_O_L_24";"VAD2-22_O_L_72";"VAD2-17_O_L_72";"VAD2-48_O_L_72";"VAD2-33_O_L_72";"VAD2-47_O_L_144";"VAD2-18_O_L_144";"VAD2-35_O_L_144";"VAD2-23_O_L_144";"MDV1-50_O_L_6";"MDV1-15_O_L_6";"MDV1-23_O_L_6";"MDV1-13_O_L_6";"MDV1-44_O_L_24";"MDV1-16_O_L_24";"MDV1-41_O_L_24";"MDV1-33_O_L_24";"MDV1-31_O_L_72";"MDV1-46_O_L_72";"MDV1-18_O_L_72";"MDV1-49_O_L_72";"MDV1-24_O_L_144";"MDV1-9_O_L_144";"MDV1-12_O_L_144";"MDV1-45_O_L_144";"MDV2.3-21_O_L_6";"MDV2.3-18_O_L_6";"MDV2.3-33_O_L_6";"MDV2.3-49_O_L_6";"MDV2.3-17_O_L_24";"MDV2.3-45_O_L_24";"MDV2.3-13_O_L_24";"MDV2.3-30_O_L_24";"MDV2.3-44_O_L_72";"MDV2.3-28_O_L_72";"MDV2.3-32_O_L_72";"MDV2.3-15_O_L_72";"MDV2.3-26_O_L_144";"MDV2.3-19_O_L_144";"MDV2.3-50_O_L_144";"MDV2.3-46_O_L_144"
"gene_543";0;4;1;3;8;0;2;4;1;7;7;2;5;3;2;4;2;0;1;0;8;5;5;1;1;3;1;3;2;8;4;4;2;0;1;8;0;2;12;0;6;0;0;3;2;0;11;7
"gene_544";0;1;0;1;4;0;1;1;5;1;2;0;5;2;2;1;0;0;0;0;1;1;2;0;0;0;0;1;1;7;1;2;0;0;0;2;0;0;0;1;5;0;1;3;2;0;4;2
"gene_545";2;1;1;4;3;1;1;6;1;3;2;0;1;0;1;0;2;0;2;2;1;3;1;2;0;1;0;0;0;3;0;0;1;0;0;3;1;0;0;3;1;1;0;3;1;0;0;1
"gene_546";0;1;0;0;10;0;0;3;0;1;1;1;0;2;0;0;2;1;0;1;2;7;1;1;0;0;1;5;1;1;0;0;0;0;2;4;2;3;1;1;2;0;0;2;0;0;3;1
"gene_547";0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_548";2;0;0;2;10;0;0;0;2;1;0;0;2;2;1;3;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
"gene_549";0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"gene_550";0;0;0;0;0;0;1;0;0;0;0;0;2;2;1;0;0;0;1;0;3;2;0;1;0;0;0;1;0;4;0;0;1;0;1;2;0;0;0;0;1;2;0;2;1;0;0;0
"gene_551";0;0;0;0;3;0;0;3;0;0;1;0;0;1;0;0;0;0;0;0;7;2;0;1;0;0;1;2;0;1;0;0;0;0;0;1;2;0;0;0;0;0;1;1;1;1;0;0
"gene_552";0;0;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;0;4;0;0;0;1;0;2;0;0;1;0;0;0;0;1;0;0;1;1
"gene_553";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0
"gene_554";0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"gene_555";0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;0;0
"gene_556";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gene_557";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;4;0;0;0;1
"gene_558";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gene_559";2;2;3;5;2;0;5;10;1;3;2;1;5;4;2;1;2;0;1;0;7;3;3;1;2;0;1;1;2;8;1;3;0;1;1;10;10;1;1;7;4;1;2;5;0;0;0;0
"gene_560";0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1
"gene_561";0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;0;0;0;1
"gene_562";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
"gene_563";0;3;1;0;7;0;1;15;0;0;1;1;2;1;2;0;1;0;1;1;7;1;0;2;0;0;1;0;1;2;0;0;0;0;1;4;1;3;2;0;2;0;0;1;1;0;1;0
"gene_564";1;1;0;0;1;0;0;0;7;3;0;0;0;0;4;0;1;0;1;1;2;0;2;0;2;1;0;4;2;5;0;0;0;0;0;1;0;1;6;3;2;0;0;0;0;4;0;3
"gene_565";0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"gene_566";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gene_567";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"gene_568";0;0;0;1;0;0;1;0;0;1;2;0;5;0;0;0;5;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;1;0;0;3;2;1;6;0
"gene_569";0;4;0;0;11;0;1;2;2;0;1;1;0;0;1;1;0;1;0;0;1;6;2;2;1;0;0;2;2;7;1;0;0;0;0;2;2;1;0;2;2;5;2;0;0;0;4;0
"gene_570";0;1;0;2;3;0;0;6;2;2;0;2;0;0;3;0;0;1;0;0;2;0;0;0;0;1;0;2;1;2;0;0;1;0;1;1;0;0;2;0;3;1;0;3;0;0;2;0
"gene_571";0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;3;0;0;0;0;3;1;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0
"gene_572";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0
"gene_573";0;0;0;2;2;0;0;0;0;0;1;1;1;1;1;0;2;0;0;0;1;1;2;0;0;0;1;2;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;2;0
"gene_574";0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"gene_575";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"gene_576";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_577";0;1;2;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;2;0;2;1;0;1;2;0
"gene_578";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"gene_579";0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gene_580";0;0;1;0;1;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;5;0;2;0;3;0;1;1;4;0;0;0;0;0;2;2;0;1;5;4;0;0;2;0;1;0;5
"gene_581";4;1;6;11;15;1;1;10;5;0;0;1;6;1;10;0;4;0;1;0;5;16;1;1;0;2;0;5;0;1;1;1;1;1;0;8;1;0;6;3;11;0;0;5;0;1;3;2
"gene_582";0;3;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;3;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;3;2;0;0;0;0;0;0
"gene_583";0;2;1;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;1;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"gene_584";1;0;0;0;0;0;0;1;1;2;4;0;3;1;1;0;1;0;0;1;0;0;0;0;1;1;0;4;0;1;0;2;6;0;0;0;0;1;1;1;8;0;0;8;1;1;2;3
"gene_585";0;0;1;1;0;0;4;3;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;2;1;0;0;0;1;0;0;2;0;0;0;1
"gene_586";0;1;2;1;0;0;0;2;1;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;2;0;0;0;0;1;1;0;1;1
"gene_587";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_588";0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;3;1;1;0;0;0;0;0
"gene_589";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_590";0;0;0;2;2;0;1;4;0;4;1;0;5;0;1;0;1;0;0;0;1;2;0;1;0;0;0;1;0;2;0;2;0;0;0;0;0;1;0;0;1;0;0;2;1;0;4;3
"gene_591";0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;2
"gene_592";0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"gene_593";0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2
"gene_594";0;0;0;0;2;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;4;0;1;1;2;0;0;0;2;0;0;0;0;0;1;1;0;0;3
"gene_595";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"gene_596";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0
"gene_597";0;3;3;2;10;1;0;6;1;10;4;0;0;2;2;0;0;2;0;0;1;1;2;3;4;1;1;1;1;8;0;0;2;0;0;6;0;4;0;3;3;0;0;25;4;0;2;9
"gene_598";0;0;2;7;0;0;0;3;0;0;0;0;2;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;1;0;6;0
"gene_599";0;0;0;0;0;0;0;0;1;2;1;1;4;0;1;0;0;0;0;1;0;2;0;2;1;1;3;1;0;1;0;0;0;0;0;3;0;0;0;0;2;0;0;4;0;0;2;0
"gene_600";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"gene_601";0;0;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;1;0;1;0;0;2
"gene_602";0;0;1;0;1;0;1;10;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;2;0;0;0;3;0;2;0;1;0;0;0;1;1;0;2;0
"gene_603";1;0;0;0;1;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0
"gene_604";0;0;1;4;10;1;0;0;1;0;2;1;3;1;0;0;0;0;0;2;1;6;0;1;3;0;0;2;2;1;2;1;0;0;0;1;0;0;0;5;9;0;2;0;2;4;0;3
"gene_605";0;0;0;0;0;0;0;1;0;3;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;4;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"gene_606";0;3;0;9;10;1;1;6;0;2;3;0;1;0;0;5;1;1;0;1;2;14;0;0;1;0;0;0;0;5;0;1;1;0;1;2;1;0;1;2;7;0;0;1;0;1;5;0
"gene_607";0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;5;3;0;0;0;0;1;1;1;3;0;1;0;0;6;1;0;0;0;0;1;0;0;0;3;0;1;2
"gene_608";0;0;1;0;0;0;0;4;0;1;1;0;0;0;1;3;0;1;0;0;0;5;1;0;0;1;0;2;0;2;0;0;0;0;1;3;0;0;0;2;5;0;0;2;2;0;3;1
"gene_609";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_610";0;1;1;0;4;1;0;3;0;0;2;0;2;0;0;0;0;1;0;2;0;6;1;0;0;0;0;0;1;0;0;0;0;1;0;2;0;1;2;0;2;0;0;2;0;0;0;0
"gene_611";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_612";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"gene_613";0;0;1;2;3;0;0;1;0;1;0;0;0;1;0;1;2;0;0;0;3;1;1;4;0;0;0;0;1;1;0;0;0;0;0;1;0;2;0;0;2;1;0;0;0;0;0;0
"gene_614";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"gene_615";0;0;0;0;2;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;2;0;0;1;0;1;1;0;0;0
"gene_616";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_617";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_618";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"gene_619";1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_620";2;3;0;5;0;0;0;0;0;1;2;0;1;1;0;0;0;1;0;0;2;4;1;2;0;1;1;0;0;5;0;0;1;0;0;1;1;1;0;0;5;1;1;3;3;0;5;4
"gene_621";6;14;8;33;4;1;2;10;1;5;4;0;15;3;1;3;4;2;1;7;8;12;13;6;7;3;3;15;2;35;0;1;9;1;7;9;2;3;4;7;4;3;0;6;7;11;12;8
"gene_622";1;2;1;2;12;1;1;7;2;4;3;2;7;9;1;1;4;0;1;2;0;2;8;1;4;6;0;10;5;22;0;10;2;0;0;6;1;0;5;7;3;2;3;5;4;3;4;3
"gene_623";0;1;0;0;1;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;2;0;1;0;0;0;8;0;1;0;0;1;0;0;1;1;0;0;0
"gene_624";0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gene_625";0;0;0;0;14;0;2;7;0;1;1;3;1;2;1;3;1;0;0;0;3;1;2;0;0;1;0;2;1;4;1;1;0;1;0;1;1;2;0;1;3;0;0;2;0;1;1;1
"gene_626";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0
"gene_627";0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0
"gene_628";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_629";0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2
"gene_630";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_631";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_632";0;2;0;0;5;0;1;5;1;2;0;0;1;1;5;3;0;0;0;1;4;1;5;1;1;0;0;0;1;2;0;1;0;0;0;2;0;1;1;0;3;0;0;6;1;1;3;0
"gene_633";1;0;0;0;0;0;0;4;1;1;0;0;0;1;0;0;0;0;0;0;1;3;0;2;0;2;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;5;0;0;1;1
"gene_634";0;0;0;0;1;0;0;1;1;0;3;0;3;0;0;3;0;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;2;0;0;2;5;3;0;0;1;0;0;0;1
"gene_635";0;0;0;2;2;1;4;2;1;1;5;0;5;2;4;0;1;1;0;2;0;1;1;1;3;0;1;8;2;5;0;5;0;0;0;7;3;3;1;6;4;0;1;2;6;0;16;2
"gene_636";2;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;2;0;0;5;2;5;0;1;0;1;0;4;0;0;0;0
"gene_637";0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;1;0;4;0;0;0;0;0;0;5;0;0;0
"gene_638";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0
"gene_639";0;0;1;1;0;0;0;0;3;1;6;0;2;0;0;1;0;0;0;3;0;0;2;0;0;0;2;0;0;7;0;0;1;0;0;1;0;2;1;3;1;0;1;0;1;0;3;0
"gene_640";0;0;0;0;1;1;0;6;0;1;0;0;2;0;2;4;0;0;0;0;1;6;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;0;1
"gene_641";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0
"gene_642";0;0;0;0;1;0;0;4;2;2;0;0;1;1;0;2;0;0;0;0;0;1;0;0;1;0;1;1;0;3;0;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gene_643";2;2;0;0;1;0;0;5;0;2;2;0;6;0;1;1;2;0;0;0;1;1;1;2;0;2;0;0;1;7;0;1;0;1;0;0;1;0;1;2;0;0;1;1;0;4;9;1
"gene_644";0;3;0;4;6;0;0;2;0;2;1;5;1;0;0;0;1;0;0;0;3;5;2;0;0;1;1;0;0;2;4;1;0;0;4;2;0;0;1;2;4;1;0;0;0;0;4;2
"gene_645";1;0;0;1;0;0;1;0;0;3;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;5;0;0;1;0;1;1;1;0;0;0;2;0;0;0;1;0;0;1
"gene_646";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0
"gene_647";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_648";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0
"gene_649";1;2;0;0;4;0;0;1;1;1;1;2;0;1;0;0;1;0;0;1;1;0;1;1;0;3;1;1;0;5;1;1;1;0;2;8;0;0;0;0;0;0;0;64;1;0;2;1
"gene_650";0;0;0;1;1;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"gene_651";2;2;0;0;2;0;0;3;1;1;3;0;0;0;0;0;5;1;0;1;1;4;0;0;2;0;1;0;1;0;0;2;1;0;0;2;0;0;2;1;1;0;1;3;0;0;0;0
"gene_652";0;0;0;0;0;0;0;0;0;3;0;0;0;3;2;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;2;0;0;2;0
"gene_653";1;0;1;5;0;1;0;9;2;5;11;4;1;3;2;5;0;0;1;2;8;6;3;4;0;8;1;8;3;8;0;5;0;0;2;4;0;2;1;1;12;1;1;17;0;4;1;5
"gene_654";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_655";0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;2;2;1;0;0;0;2;0;1;0;0;2;0;0;5;0;2;2;0;0;0;0;0;2;0;0;0
"gene_656";0;1;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;3
"gene_657";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;3
"gene_658";0;0;0;1;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;3;1;1;0;1;0;0;2;4;0;0;1;0;5;0;0;0;0;0;1;1;1;0;6;0;1;0
"gene_659";1;3;3;2;2;0;1;4;0;1;0;0;1;1;3;0;1;0;1;4;1;3;1;2;2;0;1;3;5;6;0;3;0;0;0;1;0;0;2;0;4;1;0;6;0;0;1;1
"gene_660";0;1;0;0;5;0;0;1;0;1;0;0;1;4;1;0;0;0;2;0;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0
"gene_661";0;0;3;2;1;0;1;2;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;2;0;0;0;1;1;2;1;2;0;0;1;0;0;0;0;1;0;0;3;0;0;2;1
"gene_662";0;1;0;0;2;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;2;0;0;0;0;3;3;1;0;0;0;1;0;0;5;0;0;2;0
"gene_663";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_664";0;1;0;1;1;0;0;0;1;0;0;1;0;4;1;0;0;0;0;1;0;10;3;1;0;2;0;0;0;3;0;0;0;0;0;26;3;0;0;6;2;3;0;17;0;0;1;7
"gene_665";0;0;0;0;4;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"gene_666";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
"gene_667";0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;1;0
"gene_668";0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;3;0;0;2;0;1;0;1;0;0;0;0;0;1;1;2;0;0;1;1;0;1;1;3;0;0;0;0;0;0;0;0
"gene_669";0;0;1;1;2;0;0;2;0;2;3;0;0;0;0;2;1;0;3;0;2;0;0;2;0;2;1;0;0;2;0;4;1;0;0;3;0;1;1;0;2;0;0;0;0;0;2;0
"gene_670";0;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;1;0;4;0;2;0;0;0;0;0;2;0;0;0;0;0
"gene_671";0;0;0;0;0;1;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"gene_672";0;4;5;2;6;0;1;8;0;4;0;2;2;3;0;0;4;7;1;2;3;17;7;0;2;0;1;1;2;1;0;0;0;1;1;4;0;0;7;2;1;0;2;1;0;0;2;0
